Student_ID,Age,Gender,Study_Hours,Attendance,Math_Score,Science_Score,English_Score,Computer_Score,Total_Score,Percentage,Grade
STU11758,21,Female,2.7,84.6,68,65,86,67,286,71.5,B
STU11759,17,Male,3.4,75.4,65,58,59,65,247,61.75,C
STU11760,19,Female,1.1,86.0,85,85,88,75,333,83.25,A
STU11761,17,Male,4.3,99.1,98,79,76,98,351,87.75,A
STU11762,21,Male,8.5,91.2,100,99,86,100,385,96.25,A+
STU11763,20,Male,5.9,87.5,93,93,89,98,373,93.25,A+
STU11764,20,Female,8.4,89.3,100,93,100,100,393,98.25,A+
STU11765,19,Male,6.1,96.4,86,89,81,93,349,87.25,A
STU11766,17,Male,6.3,92.8,67,71,79,80,297,74.25,B
STU11767,20,Female,8.1,87.7,92,96,100,100,388,97.0,A+
STU11768,21,Male,5.2,92.7,90,80,97,93,360,90.0,A+
STU11769,18,Female,4.2,71.2,63,70,91,80,304,76.0,B
STU11770,16,Female,6.4,67.0,97,87,90,86,360,90.0,A+
STU11771,16,Female,7.1,83.6,98,100,90,100,388,97.0,A+
STU11772,16,Male,3.6,82.7,57,68,59,68,252,63.0,C
STU11773,17,Female,3.2,76.6,69,67,58,66,260,65.0,C
STU11774,19,Male,4.7,90.3,77,84,72,91,324,81.0,A
STU11775,20,Male,6.0,63.4,68,79,61,78,286,71.5,B
STU11776,18,Male,5.9,76.7,92,83,100,99,374,93.5,A+
STU11777,21,Female,1.9,77.2,58,67,61,53,239,59.75,D
STU11778,18,Male,7.9,65.6,95,80,100,100,375,93.75,A+
STU11779,21,Female,3.3,96.9,78,73,80,97,328,82.0,A
STU11780,17,Female,4.0,68.4,60,72,71,73,276,69.0,C
STU11781,16,Female,2.9,76.1,61,67,59,63,250,62.5,C
STU11782,17,Male,9.4,91.1,100,90,97,100,387,96.75,A+
STU11783,19,Female,4.9,88.5,85,86,100,100,371,92.75,A+
STU11784,19,Female,3.0,70.9,60,62,76,73,271,67.75,C
STU11785,21,Female,6.1,88.8,92,97,99,96,384,96.0,A+
STU11786,20,Male,5.9,84.9,67,90,90,79,326,81.5,A
STU11787,20,Female,4.2,100.0,91,88,100,100,379,94.75,A+
STU11788,21,Male,6.0,86.0,100,100,97,100,397,99.25,A+
STU11789,19,Male,3.0,80.6,67,68,62,69,266,66.5,C
STU11790,19,Male,3.6,73.4,52,73,64,68,257,64.25,C
STU11791,19,Female,0.9,74.6,70,58,93,62,283,70.75,B
STU11792,17,Male,2.1,73.7,70,71,80,73,294,73.5,B
STU11793,19,Male,7.8,95.7,99,92,97,100,388,97.0,A+
STU11794,18,Female,7.5,82.2,88,83,88,93,352,88.0,A
STU11795,16,Female,4.6,87.7,70,97,75,83,325,81.25,A
STU11796,19,Male,7.5,97.1,100,100,100,100,400,100.0,A+
STU11797,21,Female,4.2,58.4,56,61,75,67,259,64.75,C
STU11798,16,Male,4.1,94.8,74,77,85,94,330,82.5,A
STU11799,17,Male,4.6,82.6,100,97,83,83,363,90.75,A+
STU11800,21,Male,4.3,86.4,87,74,81,81,323,80.75,A
STU11801,16,Female,4.1,73.7,87,78,72,74,311,77.75,B
STU11802,21,Male,6.6,74.4,88,86,81,92,347,86.75,A
STU11803,17,Male,4.8,86.9,73,65,70,81,289,72.25,B
STU11804,18,Male,5.8,100.0,83,85,71,87,326,81.5,A
STU11805,17,Female,6.4,92.0,85,82,78,80,325,81.25,A
STU11806,17,Male,5.2,94.7,74,83,72,99,328,82.0,A
STU11807,21,Male,2.8,80.1,56,67,72,69,264,66.0,C
STU11808,20,Male,2.1,76.0,81,85,94,84,344,86.0,A
STU11809,19,Male,4.8,74.2,86,92,83,100,361,90.25,A+
STU11810,19,Female,4.2,77.1,64,77,86,84,311,77.75,B
STU11811,18,Female,4.7,61.5,75,67,66,78,286,71.5,B
STU11812,18,Male,4.5,74.8,73,57,81,68,279,69.75,C
STU11813,19,Male,9.2,76.4,100,100,100,100,400,100.0,A+
STU11814,20,Male,2.1,80.2,74,79,84,76,313,78.25,B
STU11815,19,Male,0.9,83.3,44,45,41,59,189,47.25,F
STU11816,20,Male,5.1,85.6,87,75,72,87,321,80.25,A
STU11817,18,Female,3.8,81.9,58,50,59,67,234,58.5,D
STU11818,16,Female,5.1,76.2,87,93,97,91,368,92.0,A+
STU11819,21,Female,5.6,62.4,75,92,97,79,343,85.75,A
STU11820,18,Female,6.8,76.2,77,78,72,86,313,78.25,B
STU11821,18,Female,1.8,72.3,73,59,62,64,258,64.5,C
STU11822,17,Female,3.5,86.7,62,72,68,75,277,69.25,C
STU11823,17,Male,5.3,91.1,96,100,89,100,385,96.25,A+
STU11824,17,Female,5.9,91.4,99,100,80,100,379,94.75,A+
STU11825,21,Male,8.4,89.6,97,81,100,96,374,93.5,A+
STU11826,17,Female,6.2,80.7,100,100,100,90,390,97.5,A+
STU11827,20,Female,4.4,76.8,98,91,97,99,385,96.25,A+
STU11828,19,Male,2.9,74.5,68,55,61,84,268,67.0,C
STU11829,16,Male,3.5,66.9,60,75,73,74,282,70.5,B
STU11830,18,Female,3.4,91.9,80,84,100,90,354,88.5,A
STU11831,20,Male,5.7,80.3,94,82,94,100,370,92.5,A+
STU11832,16,Female,5.0,69.5,61,74,76,71,282,70.5,B
STU11833,20,Female,2.1,73.7,75,71,67,78,291,72.75,B
STU11834,20,Female,3.7,73.3,80,96,93,100,369,92.25,A+
STU11835,18,Female,6.1,82.4,93,80,78,88,339,84.75,A
STU11836,19,Male,5.1,92.7,75,74,73,81,303,75.75,B
STU11837,17,Male,5.5,78.5,82,90,93,88,353,88.25,A
STU11838,21,Female,5.2,59.5,70,80,92,80,322,80.5,A
STU11839,19,Female,7.4,80.1,71,79,76,84,310,77.5,B
STU11840,21,Female,4.9,80.4,90,69,87,86,332,83.0,A
STU11841,18,Male,3.8,79.8,73,58,63,66,260,65.0,C
STU11842,18,Male,2.9,75.7,61,65,76,77,279,69.75,C
STU11843,18,Female,4.9,84.2,90,82,88,99,359,89.75,A
STU11844,16,Male,0.5,82.7,43,42,48,58,191,47.75,F
STU11845,21,Female,4.2,81.8,85,80,79,94,338,84.5,A
STU11846,19,Male,4.1,86.1,66,61,50,68,245,61.25,C
STU11847,19,Female,2.0,77.7,55,58,59,51,223,55.75,D
STU11848,20,Female,2.8,77.1,74,65,69,78,286,71.5,B
STU11849,20,Female,6.0,95.8,93,91,94,99,377,94.25,A+
STU11850,20,Male,4.9,87.6,91,90,88,90,359,89.75,A
STU11851,18,Female,4.7,90.3,75,78,81,82,316,79.0,B
STU11852,19,Female,5.1,94.3,78,88,89,80,335,83.75,A
STU11853,21,Male,4.7,87.3,89,90,94,78,351,87.75,A
STU11854,18,Female,6.7,91.3,71,97,74,92,334,83.5,A
STU11855,16,Female,4.7,66.2,82,80,71,74,307,76.75,B
STU11856,20,Female,1.9,84.0,55,54,48,57,214,53.5,D
STU11857,18,Female,7.4,80.2,83,84,93,98,358,89.5,A
STU11858,18,Male,5.2,98.8,76,91,93,89,349,87.25,A
STU11859,16,Male,3.4,91.3,73,64,68,70,275,68.75,C
STU11860,17,Male,2.2,75.7,67,73,63,81,284,71.0,B
STU11861,19,Female,5.2,85.7,93,78,81,80,332,83.0,A
STU11862,21,Female,4.3,83.7,77,89,100,83,349,87.25,A
STU11863,17,Female,7.3,86.5,73,71,89,89,322,80.5,A
STU11864,20,Male,3.9,71.8,70,77,79,73,299,74.75,B
STU11865,18,Male,3.0,85.6,60,58,70,67,255,63.75,C
STU11866,16,Female,6.1,79.7,90,93,92,91,366,91.5,A+
STU11867,16,Male,6.2,84.8,93,90,86,100,369,92.25,A+
STU11868,19,Male,4.8,74.8,84,82,74,88,328,82.0,A
STU11869,17,Female,5.7,76.1,85,73,72,83,313,78.25,B
STU11870,19,Male,4.4,93.7,78,85,81,90,334,83.5,A
STU11871,18,Male,4.9,71.5,66,65,60,66,257,64.25,C
STU11872,19,Male,6.6,72.2,65,63,70,76,274,68.5,C
STU11873,21,Male,5.6,81.5,74,65,73,84,296,74.0,B
STU11874,16,Female,4.2,74.3,76,72,70,89,307,76.75,B
STU11875,16,Male,6.9,73.1,83,88,96,100,367,91.75,A+
STU11876,20,Male,0.5,83.1,30,31,37,43,141,35.25,F
STU11877,20,Male,8.2,66.9,100,100,100,100,400,100.0,A+
STU11878,18,Female,1.4,71.9,62,61,58,59,240,60.0,C
STU11879,21,Male,3.4,100.0,63,64,72,66,265,66.25,C
STU11880,17,Female,4.4,86.6,83,70,76,88,317,79.25,B
STU11881,19,Male,4.2,74.5,87,98,97,88,370,92.5,A+
STU11882,18,Male,6.3,86.2,87,100,91,100,378,94.5,A+
STU11883,20,Male,2.6,87.7,73,75,81,90,319,79.75,B
STU11884,19,Female,5.0,91.9,62,80,78,83,303,75.75,B
STU11885,20,Female,3.5,80.7,69,69,77,68,283,70.75,B
STU11886,19,Male,5.0,91.8,64,87,84,81,316,79.0,B
STU11887,17,Female,4.4,61.6,85,88,100,85,358,89.5,A
STU11888,18,Female,4.7,71.4,88,82,87,82,339,84.75,A
STU11889,19,Male,3.5,83.6,93,79,97,91,360,90.0,A+
STU11890,21,Female,3.6,85.3,67,65,68,77,277,69.25,C
STU11891,16,Male,5.0,72.9,85,72,72,67,296,74.0,B
STU11892,21,Female,6.2,84.6,94,86,97,94,371,92.75,A+
STU11893,21,Female,3.4,75.8,76,74,72,95,317,79.25,B
STU11894,16,Female,2.9,79.2,67,62,62,75,266,66.5,C
STU11895,21,Female,5.6,92.2,88,90,86,93,357,89.25,A
STU11896,19,Male,4.4,91.1,81,71,75,95,322,80.5,A
STU11897,19,Female,6.0,72.0,93,83,79,90,345,86.25,A
STU11898,19,Male,2.9,71.4,63,72,78,62,275,68.75,C
STU11899,16,Male,1.3,77.9,63,65,61,66,255,63.75,C
STU11900,21,Female,3.5,81.7,76,74,76,89,315,78.75,B
STU11901,16,Female,3.1,75.4,77,56,58,68,259,64.75,C
STU11902,19,Female,4.4,92.4,93,82,80,85,340,85.0,A
STU11903,21,Male,3.4,85.5,91,100,97,97,385,96.25,A+
STU11904,21,Female,5.8,86.1,66,74,92,83,315,78.75,B
STU11905,20,Female,4.0,69.3,65,78,72,71,286,71.5,B
STU11906,20,Male,4.8,93.7,81,72,74,74,301,75.25,B
STU11907,17,Male,4.8,53.8,73,71,78,67,289,72.25,B
STU11908,18,Male,4.9,90.3,82,81,58,75,296,74.0,B
STU11909,20,Male,4.5,91.3,95,83,85,98,361,90.25,A+
STU11910,16,Female,5.4,77.7,80,92,82,96,350,87.5,A
STU11911,20,Female,3.1,94.7,62,50,63,48,223,55.75,D
STU11912,17,Female,7.0,81.4,89,84,76,100,349,87.25,A
STU11913,21,Female,4.1,82.6,78,66,69,85,298,74.5,B
STU11914,17,Male,2.1,85.4,71,69,73,83,296,74.0,B
STU11915,21,Female,4.8,100.0,91,75,72,80,318,79.5,B
STU11916,21,Male,3.0,95.4,85,92,83,88,348,87.0,A
STU11917,18,Female,5.7,89.0,87,93,100,100,380,95.0,A+
STU11918,20,Male,8.5,72.9,99,100,97,100,396,99.0,A+
STU11919,16,Female,3.1,83.4,80,80,72,80,312,78.0,B
STU11920,16,Male,5.1,73.9,79,64,81,74,298,74.5,B
STU11921,19,Male,1.3,90.2,64,62,65,69,260,65.0,C
STU11922,21,Female,5.3,83.4,100,89,91,100,380,95.0,A+
STU11923,16,Male,2.9,70.8,60,67,56,66,249,62.25,C
STU11924,18,Female,3.4,82.8,83,78,66,94,321,80.25,A
STU11925,21,Male,2.5,73.5,59,50,58,69,236,59.0,D
STU11926,18,Female,5.8,83.5,87,89,81,93,350,87.5,A
STU11927,16,Male,6.3,73.4,100,100,96,100,396,99.0,A+
STU11928,16,Male,4.5,82.3,73,71,67,71,282,70.5,B
STU11929,19,Male,2.9,89.5,73,74,76,74,297,74.25,B
STU11930,16,Male,7.4,81.5,93,100,100,100,393,98.25,A+
STU11931,21,Male,3.1,78.1,71,75,88,85,319,79.75,B
STU11932,21,Male,0.6,84.0,56,57,67,69,249,62.25,C
STU11933,21,Male,5.3,89.0,86,80,73,87,326,81.5,A
STU11934,19,Male,2.5,70.9,73,56,66,63,258,64.5,C
STU11935,19,Female,6.3,84.6,96,97,100,100,393,98.25,A+
STU11936,16,Female,3.8,95.2,69,76,65,83,293,73.25,B
STU11937,17,Male,5.6,87.7,83,96,96,94,369,92.25,A+
STU11938,17,Female,7.0,82.6,99,83,78,90,350,87.5,A
STU11939,19,Female,2.3,88.4,82,77,79,87,325,81.25,A
STU11940,16,Male,3.5,86.5,79,83,80,88,330,82.5,A
STU11941,17,Female,4.4,89.5,77,66,74,76,293,73.25,B
STU11942,16,Male,7.3,61.8,86,86,95,88,355,88.75,A
STU11943,16,Female,3.3,66.5,43,65,51,64,223,55.75,D
STU11944,16,Male,3.4,92.0,66,69,57,71,263,65.75,C
STU11945,20,Female,5.4,66.9,79,80,88,90,337,84.25,A
STU11946,21,Female,3.5,86.0,88,97,85,91,361,90.25,A+
STU11947,16,Male,4.8,78.5,84,89,89,83,345,86.25,A
STU11948,20,Male,1.7,72.0,72,68,76,74,290,72.5,B
STU11949,19,Female,8.5,85.5,90,100,95,100,385,96.25,A+
STU11950,17,Male,2.1,84.0,83,84,79,77,323,80.75,A
STU11951,21,Female,3.9,100.0,81,80,85,90,336,84.0,A
STU11952,17,Female,4.4,75.8,94,92,100,100,386,96.5,A+
STU11953,21,Female,7.9,96.4,100,99,93,100,392,98.0,A+
STU11954,17,Female,2.1,85.5,86,80,75,85,326,81.5,A
STU11955,21,Female,8.1,75.4,100,88,100,100,388,97.0,A+
STU11956,17,Female,5.9,90.0,97,85,85,95,362,90.5,A+
STU11957,17,Male,5.3,87.7,78,57,71,75,281,70.25,B
STU11958,17,Male,2.7,82.4,80,81,77,83,321,80.25,A
STU11959,17,Male,5.5,84.7,76,74,82,92,324,81.0,A
STU11960,19,Female,3.2,76.0,70,69,88,72,299,74.75,B
STU11961,16,Female,6.8,73.7,72,86,84,84,326,81.5,A
STU11962,18,Male,2.8,89.6,55,83,82,87,307,76.75,B
STU11963,20,Female,4.3,79.8,79,64,82,88,313,78.25,B
STU11964,18,Female,3.5,81.2,63,54,58,70,245,61.25,C
STU11965,18,Male,2.7,84.8,66,54,62,66,248,62.0,C
STU11966,21,Female,5.8,84.7,82,80,94,93,349,87.25,A
STU11967,16,Male,5.5,67.7,73,73,88,90,324,81.0,A
STU11968,21,Female,6.7,94.9,92,92,94,100,378,94.5,A+
STU11969,16,Male,1.3,83.2,76,79,72,78,305,76.25,B
STU11970,16,Female,6.4,80.0,84,91,88,96,359,89.75,A
STU11971,17,Female,9.0,86.3,97,94,94,100,385,96.25,A+
STU11972,19,Male,3.7,84.4,59,66,74,72,271,67.75,C
STU11973,17,Female,7.9,89.7,80,84,67,78,309,77.25,B
STU11974,19,Female,4.0,87.4,89,91,100,100,380,95.0,A+
STU11975,21,Male,2.0,89.2,85,84,69,78,316,79.0,B
STU11976,19,Male,3.9,95.5,70,71,60,74,275,68.75,C
STU11977,21,Female,6.4,90.8,87,87,94,100,368,92.0,A+
STU11978,18,Male,3.0,80.4,81,57,76,83,297,74.25,B
STU11979,18,Male,3.4,70.8,65,78,86,83,312,78.0,B
STU11980,19,Male,5.6,98.7,87,79,87,88,341,85.25,A
STU11981,19,Male,4.5,79.6,78,83,81,93,335,83.75,A
STU11982,21,Female,5.6,77.3,98,74,90,95,357,89.25,A
STU11983,17,Male,4.9,64.6,77,78,92,100,347,86.75,A
STU11984,21,Male,5.4,85.4,81,82,100,95,358,89.5,A
STU11985,17,Male,3.7,83.5,72,75,73,78,298,74.5,B
STU11986,18,Male,4.9,66.8,83,100,88,84,355,88.75,A
STU11987,16,Female,2.8,86.5,83,71,76,64,294,73.5,B
STU11988,19,Male,6.8,77.0,92,92,87,98,369,92.25,A+
STU11989,17,Female,3.4,100.0,77,82,94,89,342,85.5,A
STU11990,21,Female,6.5,76.3,98,83,81,99,361,90.25,A+
STU11991,18,Male,4.1,77.6,76,77,54,62,269,67.25,C
STU11992,17,Female,4.9,73.3,80,83,87,82,332,83.0,A
STU11993,21,Male,3.6,94.8,58,75,80,77,290,72.5,B
STU11994,19,Female,2.7,78.3,62,80,69,81,292,73.0,B
STU11995,19,Female,1.4,74.8,70,69,73,70,282,70.5,B
STU11996,20,Male,2.6,89.1,66,61,70,73,270,67.5,C
STU11997,16,Male,3.9,68.2,67,66,61,58,252,63.0,C
STU11998,20,Female,4.9,88.3,73,92,87,89,341,85.25,A
STU11999,18,Male,6.3,99.8,73,71,82,82,308,77.0,B
STU12000,17,Male,3.7,87.7,56,63,51,78,248,62.0,C
STU12001,18,Male,2.9,88.4,69,84,81,80,314,78.5,B
STU12002,21,Male,1.9,90.7,62,67,56,81,266,66.5,C
STU12003,19,Female,5.4,99.1,98,90,97,100,385,96.25,A+
STU12004,20,Male,7.0,94.1,87,86,79,83,335,83.75,A
STU12005,20,Male,6.8,86.4,80,93,97,89,359,89.75,A
STU12006,20,Female,5.8,91.0,82,87,92,92,353,88.25,A
STU12007,18,Male,5.6,73.1,57,71,75,79,282,70.5,B
STU12008,19,Male,7.6,89.8,100,97,100,100,397,99.25,A+
STU12009,17,Female,5.1,71.9,76,74,91,83,324,81.0,A
STU12010,21,Male,5.7,78.3,80,66,57,81,284,71.0,B
STU12011,17,Female,3.9,51.2,68,67,60,52,247,61.75,C
STU12012,18,Female,2.0,86.0,69,61,83,73,286,71.5,B
STU12013,21,Male,3.3,75.6,61,63,64,63,251,62.75,C
STU12014,20,Female,4.5,93.1,58,70,53,70,251,62.75,C
STU12015,16,Male,4.6,85.9,71,90,94,89,344,86.0,A
STU12016,18,Male,8.0,93.2,100,100,100,100,400,100.0,A+
STU12017,18,Female,4.6,71.2,66,63,79,76,284,71.0,B
STU12018,19,Female,6.6,92.4,94,100,100,100,394,98.5,A+
STU12019,17,Male,3.7,100.0,75,70,88,78,311,77.75,B
STU12020,18,Female,3.9,89.6,82,83,90,95,350,87.5,A
STU12021,18,Female,2.1,89.9,72,74,90,84,320,80.0,A
STU12022,20,Female,3.2,83.7,85,54,79,72,290,72.5,B
STU12023,20,Female,5.4,76.8,65,100,80,96,341,85.25,A
STU12024,21,Male,4.5,89.6,85,87,84,93,349,87.25,A
STU12025,16,Male,6.2,66.9,93,97,87,100,377,94.25,A+
STU12026,19,Female,4.8,77.8,75,70,85,85,315,78.75,B
STU12027,16,Male,3.9,64.3,60,56,72,73,261,65.25,C
STU12028,21,Female,8.4,75.0,90,90,89,100,369,92.25,A+
STU12029,20,Male,4.3,88.4,96,100,100,100,396,99.0,A+
STU12030,17,Male,6.6,87.1,85,94,88,100,367,91.75,A+
STU12031,20,Male,3.8,82.5,60,72,78,87,297,74.25,B
STU12032,19,Female,5.8,83.7,62,66,69,68,265,66.25,C
STU12033,20,Male,6.2,63.1,62,48,58,77,245,61.25,C
STU12034,19,Female,4.9,78.3,78,81,80,82,321,80.25,A
STU12035,19,Male,0.5,75.2,62,61,72,51,246,61.5,C
STU12036,19,Male,4.5,75.4,71,64,65,82,282,70.5,B
STU12037,21,Male,6.7,88.0,84,94,98,99,375,93.75,A+
STU12038,19,Female,5.4,73.4,67,59,58,80,264,66.0,C
STU12039,19,Male,5.3,76.0,74,85,80,89,328,82.0,A
STU12040,17,Male,1.4,61.1,73,53,53,71,250,62.5,C
STU12041,16,Male,3.2,79.1,61,68,47,68,244,61.0,C
STU12042,18,Male,5.2,71.1,88,98,95,99,380,95.0,A+
STU12043,16,Female,5.2,82.8,68,72,74,85,299,74.75,B
STU12044,19,Female,6.7,72.5,81,99,77,100,357,89.25,A
STU12045,17,Male,4.2,83.0,83,97,81,89,350,87.5,A
STU12046,20,Female,5.2,80.6,78,81,84,85,328,82.0,A
STU12047,17,Female,4.5,98.7,77,85,79,86,327,81.75,A
STU12048,19,Male,2.7,87.0,57,68,60,57,242,60.5,C
STU12049,17,Female,0.5,63.6,61,71,65,74,271,67.75,C
STU12050,17,Female,5.3,69.4,78,79,73,74,304,76.0,B
STU12051,19,Male,4.8,82.6,97,80,80,92,349,87.25,A
STU12052,21,Male,3.4,72.7,69,64,72,81,286,71.5,B
STU12053,17,Female,1.6,52.3,54,43,47,46,190,47.5,F
STU12054,18,Female,5.6,95.5,84,100,78,82,344,86.0,A
STU12055,18,Male,4.0,89.2,92,91,86,89,358,89.5,A
STU12056,17,Male,5.5,87.2,78,73,70,79,300,75.0,B
STU12057,21,Male,7.9,75.9,100,100,100,100,400,100.0,A+
STU12058,20,Female,0.6,86.3,55,51,64,59,229,57.25,D
STU12059,19,Female,3.2,75.0,57,65,72,69,263,65.75,C
STU12060,18,Female,4.1,84.0,71,78,79,91,319,79.75,B
STU12061,20,Male,7.1,72.8,100,100,100,100,400,100.0,A+
STU12062,17,Female,1.6,97.2,45,52,50,58,205,51.25,D
STU12063,20,Female,8.0,66.3,82,80,97,91,350,87.5,A
STU12064,16,Male,4.7,94.3,93,80,100,95,368,92.0,A+
STU12065,18,Male,4.3,82.4,77,72,77,79,305,76.25,B
STU12066,17,Female,4.1,77.1,83,78,75,94,330,82.5,A
STU12067,19,Female,3.7,83.7,79,58,73,79,289,72.25,B
STU12068,21,Female,6.4,89.3,81,74,85,91,331,82.75,A
STU12069,17,Female,2.6,95.7,73,73,70,80,296,74.0,B
STU12070,19,Male,5.1,85.1,69,71,77,79,296,74.0,B
STU12071,21,Female,3.8,73.1,65,73,81,75,294,73.5,B
STU12072,21,Female,3.1,82.6,61,69,64,77,271,67.75,C
STU12073,17,Female,9.2,100.0,100,100,100,100,400,100.0,A+
STU12074,20,Female,5.3,95.5,88,88,76,100,352,88.0,A
STU12075,20,Female,5.6,91.1,82,68,65,73,288,72.0,B
STU12076,21,Male,6.5,90.0,92,87,90,97,366,91.5,A+
STU12077,20,Female,1.9,89.0,81,95,100,86,362,90.5,A+
STU12078,16,Male,7.7,93.6,91,86,82,89,348,87.0,A
STU12079,21,Male,0.5,77.4,67,75,63,62,267,66.75,C
STU12080,21,Male,3.1,68.4,76,71,74,76,297,74.25,B
STU12081,19,Male,3.7,82.7,65,68,69,72,274,68.5,C
STU12082,20,Female,5.5,73.8,61,70,76,82,289,72.25,B
STU12083,21,Female,4.9,71.4,71,89,78,86,324,81.0,A
STU12084,16,Female,4.2,74.8,80,88,80,92,340,85.0,A
STU12085,19,Female,4.5,100.0,73,73,100,77,323,80.75,A
STU12086,17,Male,2.7,83.4,65,68,47,78,258,64.5,C
STU12087,21,Female,1.8,85.6,81,61,91,75,308,77.0,B
STU12088,16,Male,5.8,69.8,94,84,91,81,350,87.5,A
STU12089,18,Male,5.7,63.6,55,74,60,74,263,65.75,C
STU12090,16,Female,7.4,73.8,96,79,100,89,364,91.0,A+
STU12091,16,Male,3.1,96.4,84,89,78,80,331,82.75,A
STU12092,19,Male,5.7,85.3,85,90,93,98,366,91.5,A+
STU12093,17,Female,4.0,88.0,43,63,40,57,203,50.75,D
STU12094,18,Female,6.6,89.4,95,100,84,89,368,92.0,A+
STU12095,20,Male,6.3,76.1,67,69,74,83,293,73.25,B
STU12096,20,Female,4.9,95.9,70,72,64,70,276,69.0,C
STU12097,16,Female,3.9,75.7,61,50,61,72,244,61.0,C
STU12098,19,Female,6.2,96.1,97,90,91,94,372,93.0,A+
STU12099,19,Male,5.7,86.4,72,84,63,77,296,74.0,B
STU12100,20,Female,3.3,64.1,63,62,65,71,261,65.25,C
STU12101,18,Female,2.1,74.5,67,70,67,66,270,67.5,C
STU12102,17,Female,4.0,64.2,63,59,70,72,264,66.0,C
STU12103,18,Female,7.2,93.6,97,100,96,98,391,97.75,A+
STU12104,21,Male,6.6,81.8,83,90,94,100,367,91.75,A+
STU12105,21,Male,2.5,59.7,56,60,54,50,220,55.0,D
STU12106,17,Male,2.4,85.8,64,58,75,72,269,67.25,C
STU12107,20,Male,6.8,76.6,90,98,84,100,372,93.0,A+
STU12108,17,Female,2.5,67.2,69,63,61,67,260,65.0,C
STU12109,19,Male,5.4,98.8,82,81,98,87,348,87.0,A
STU12110,21,Female,3.4,83.1,79,93,100,98,370,92.5,A+
STU12111,16,Female,7.4,79.1,96,99,100,100,395,98.75,A+
STU12112,16,Male,3.1,78.0,85,72,72,77,306,76.5,B
STU12113,20,Male,6.6,66.9,82,96,74,97,349,87.25,A
STU12114,19,Female,4.8,69.0,78,90,89,83,340,85.0,A
STU12115,18,Female,5.0,94.8,79,84,91,89,343,85.75,A
STU12116,19,Male,1.0,77.3,72,71,69,80,292,73.0,B
STU12117,16,Male,0.5,82.2,58,63,80,67,268,67.0,C
STU12118,16,Female,4.1,61.6,68,61,77,78,284,71.0,B
STU12119,21,Female,4.9,68.8,84,78,69,79,310,77.5,B
STU12120,19,Male,2.5,88.1,66,72,70,91,299,74.75,B
STU12121,19,Female,2.5,85.8,99,90,95,93,377,94.25,A+
STU12122,16,Male,5.5,99.5,88,79,83,90,340,85.0,A
STU12123,18,Male,5.5,95.4,83,64,91,90,328,82.0,A
STU12124,20,Male,4.3,79.7,72,74,75,91,312,78.0,B
STU12125,20,Male,5.9,86.7,79,87,71,100,337,84.25,A
STU12126,19,Male,2.4,78.8,63,78,72,70,283,70.75,B
STU12127,20,Female,3.9,100.0,67,65,69,76,277,69.25,C
STU12128,16,Male,7.5,93.5,98,99,100,100,397,99.25,A+
STU12129,16,Male,4.6,83.7,87,90,91,88,356,89.0,A
STU12130,19,Male,4.7,84.0,73,73,74,88,308,77.0,B
STU12131,19,Female,8.7,96.4,100,100,100,100,400,100.0,A+
STU12132,21,Male,2.0,87.8,51,54,61,63,229,57.25,D
STU12133,19,Male,5.9,97.6,90,91,89,94,364,91.0,A+
STU12134,18,Female,7.5,60.1,80,74,83,89,326,81.5,A
STU12135,20,Female,3.9,86.6,58,60,72,61,251,62.75,C
STU12136,19,Male,6.0,76.8,57,71,53,65,246,61.5,C
STU12137,17,Female,2.7,99.6,74,73,84,66,297,74.25,B
STU12138,21,Female,3.3,97.5,76,82,56,87,301,75.25,B
STU12139,17,Female,5.2,82.3,95,95,89,83,362,90.5,A+
STU12140,16,Male,5.9,97.4,73,77,72,89,311,77.75,B
STU12141,20,Female,6.5,99.8,92,88,94,100,374,93.5,A+
STU12142,19,Male,7.3,82.7,85,91,95,100,371,92.75,A+
STU12143,17,Female,4.4,100.0,94,90,84,100,368,92.0,A+
STU12144,20,Female,6.6,81.7,87,82,63,96,328,82.0,A
STU12145,16,Male,3.9,79.9,62,69,63,68,262,65.5,C
STU12146,18,Female,6.1,90.7,79,93,100,93,365,91.25,A+
STU12147,21,Male,4.9,78.5,64,74,69,76,283,70.75,B
STU12148,20,Female,5.3,82.9,76,77,84,77,314,78.5,B
STU12149,20,Male,5.3,96.1,70,80,96,90,336,84.0,A
STU12150,18,Male,1.6,82.2,60,57,49,57,223,55.75,D
STU12151,20,Male,2.5,65.0,75,57,63,76,271,67.75,C
STU12152,16,Female,4.7,85.7,83,80,76,85,324,81.0,A
STU12153,16,Male,1.5,75.0,49,60,55,64,228,57.0,D
STU12154,18,Male,6.0,90.7,85,82,100,98,365,91.25,A+
STU12155,21,Male,6.1,89.0,81,88,89,100,358,89.5,A
STU12156,19,Female,5.1,96.7,100,91,99,88,378,94.5,A+
STU12157,17,Female,2.5,91.1,81,68,71,73,293,73.25,B
STU12158,19,Male,7.0,92.9,95,99,82,100,376,94.0,A+
STU12159,20,Male,8.2,75.3,85,71,95,100,351,87.75,A
STU12160,17,Male,4.8,90.0,87,77,91,86,341,85.25,A
STU12161,18,Male,5.4,100.0,71,64,84,83,302,75.5,B
STU12162,18,Male,4.9,75.1,77,72,75,89,313,78.25,B
STU12163,21,Female,5.5,100.0,99,99,84,100,382,95.5,A+
STU12164,17,Male,4.3,76.5,65,57,73,80,275,68.75,C
